filename,text,type,slug
"Persona_o_animal_que_tiene_mal_genio,_furioso.m4v","Persona o animal que tiene mal genio, furioso.","definition","bravo"
"Yo_estaba_muy_bravo_y_explote_porque_ellos_estaban_hablando_mentiras_y_me_engañaron._Les_dije_deben_ser_serios.m4v","Yo estaba muy bravo y explote porque ellos estaban hablando mentiras y me engañaron. Les dije: ""deben ser serios"".","example","bravo"
"Bus_(2).mp4","Bus (2)","word","bus-1"
"Vehículo_automotor_para_el_transporte_público_masivo,_con_un_trayecto_fijo_dentro_del_perímetro_urbano_o_la_periferia.mp4","Vehículo automotor para el transporte público masivo, con un trayecto fijo dentro del perímetro urbano o la periferia.","definition","bus-1"
"Un_grupo_de_muchas_personas_espera_durante_mucho_tiempo_un_bus_para_subirse_e_iniciar_su_recorrido.mp4","Un grupo de muchas personas espera durante mucho tiempo un bus para subirse e iniciar su recorrido.","example","bus-1"
"Banco.m4v","Banco","word","banco"
"Establecimiento_en_el_que_se_presta,_cambia_o_ahorra_dinero.m4v","Establecimiento en el que se presta, cambia o ahorra dinero.","definition","banco"
"La_mamá_necesita_dinero_y_le_dice_a_su_hijo_¿Me_acompañas_al_banco_a_sacar_dinero.m4v","La mamá necesita dinero y le dice a su hijo: ""¿Me acompañas al banco a sacar dinero?","example","banco"
"Barco.m4v","Barco","word","barco"
"Medio_de_transporte_que_va_por_el_agua.m4v","Medio de transporte que va por el agua.","definition","barco"
"Me_casé_y_le_dije_a_mi_esposa_¿nos_ponemos_de_acuerdo_en_que_vamos_a_viajar_en_avión_o_en_barco_Y_acordamos_viajar_en_barco_para_hacer_una_gira.m4v","Me casé y le dije a mi esposa: ""¿nos ponemos de acuerdo en que vamos a viajar: en avión o en barco? Y acordamos viajar en barco para hacer una gira.","example","barco"
"Bonito.m4v","Bonito","word","bonito"
"Lindo,_que_produce_una_sensación_agradable.m4v","Lindo, que produce una sensación agradable.","definition","bonito"
"En_la_calle_pasaban_muchas_personas_y_de_pronto,_vi_que_venía_hacia_mí_una_mujer_con_el_cabello_largo,_maquillada_y_bien_vestida._¡Uy_estaba_muy_bonita¡.m4v","En la calle pasaban muchas personas y de pronto, vi que venía hacia mí una mujer con el cabello largo, maquillada y bien vestida. ¡Uy estaba muy bonita¡","example","bonito"
"Bautizar.m4v","Bautizar","word","bautizar"
"Otorgar_a_alguien_el_primero_de_los_sacramentos_de_la_iglesia_católica._En_otras_religiones_es_llevar_a_cabo_un_rito_de_purificación_o_iniciación.m4v","Otorgar a alguien el primero de los sacramentos de la iglesia católica. En otras religiones es llevar a cabo un rito de purificación o iniciación.","definition","bautizar"
"En_la_familia_existe_la_tradición_de_que_al_nacer_un_bebe,_los_padres_piensan_en_bautizarlo._Invitan_a_los_demás_miembros_de_la_familia,_llevan_al_bebé_y_lo_hacen_bautizar.m4v","En la familia existe la tradición de que al nacer un bebe, los padres piensan en bautizarlo. Invitan a los demás miembros de la familia, llevan al bebé y lo hacen bautizar.","example","bautizar"
"Banano.m4v","Banano","word","banano"
"Fruto_comestible,_alargado,_cubierto_por_una_corteza_lisa_y_amarilla.m4v","Fruto comestible, alargado, cubierto por una corteza lisa y amarilla.","definition","banano"
"El_suelo_colombiano_es_de_excelente_calidad_para_la_siembra_de_banano,_con_su_venta_en_el_exterior_se_obtienen_excelentes_ganancias.m4v","El suelo colombiano es de excelente calidad para la siembra de banano, con su venta en el exterior se obtienen excelentes ganancias.","example","banano"
"Billetera.mp4","Billetera","word","billetera"
"Pequeña_cartera_en_la_que_se_guardan_objetos_y_se_coloca_en_el_bolsillo.mp4","Pequeña cartera en la que se guardan objetos y se coloca en el bolsillo.","definition","billetera"
"La_billetera_de_color_café_que_vi,_es_del_jefe.mp4","La billetera de color café que vi, es del jefe.","example","billetera"
"Billar.m4v","Billar","word","billar"
"Juego_que_consiste_en_impulsar,_por_medio_de_un_palo_o_taco,_bolas_de_marfil_sobre_una_mesa_rectangular_de_paño_verde.m4v","Juego que consiste en impulsar, por medio de un palo o taco, bolas de marfil sobre una mesa rectangular de paño verde.","definition","billar"
"Hace_tiempo,_cuando_yo_era_estudiante,_salía_del_colegio_con_mis_compañeros_de_grupo_a_jugar_billar.m4v","Hace tiempo, cuando yo era estudiante, salía del colegio con mis compañeros de grupo a jugar billar.","example","billar"
"Blusa.mp4","Blusa","word","blusa"
"Prenda_de_vestir_femenina_parecida_a_una_camisa,_con_mangas_o_sin_ellas,_que_cubre_el_tronco.mp4","Prenda de vestir femenina parecida a una camisa, con mangas o sin ellas, que cubre el tronco.","definition","blusa"
"La_mujer_tiene_una_blusa_elegante_para_ir_a_la_oficina_a_trabajar.mp4","La mujer tiene una blusa elegante para ir a la oficina a trabajar.","example","blusa"
"Bolso.mp4","Bolso","word","bolso"
"Recipiente_para_llevar_objetos_personales.mp4","Recipiente para llevar objetos personales.","definition","bolso"
"Una_mujer_se_vistió_y_quedo_perfecta._Se__colocó_el_bolso,_se_mira_en_el_espejo_y_se_da_cuenta_que_todo_le_combina_excelente.mp4","Una mujer se vistió y quedo perfecta. Se  colocó el bolso, se mira en el espejo y se da cuenta que todo le combina excelente.","example","bolso"
"Brilladora.mp4","Brilladora","word","brilladora"
"Aparato_eléctrico_usado_para_limpiar_y_dar_brillo_a_los_pisos_encerados.mp4","Aparato eléctrico usado para limpiar y dar brillo a los pisos encerados.","definition","brilladora"
"La_brilladora_es_buena,_no_se_ha_dañado_en_años.mp4","La brilladora es buena, no se ha dañado en años","example","brilladora"
"Basura.m4v","Basura","word","basura"
"Conjunto_de_desechos,_restos_de_comida,_cosas_viejas_o_cualquier_tipo_de_suciedad.m4v","Conjunto de desechos, restos de comida, cosas viejas o cualquier tipo de suciedad.","definition","basura"
"Yo_estaba_usando_mi_tableta_y_empezó_a_fallar,_no_sirve,_entonces_la_eche_a_la_basura.m4v","Yo estaba usando mi tableta y empezó a fallar, no sirve, entonces la eche a la basura.","example","basura"
"Bailar.m4v","Bailar","word","bailar"
"Mover_el_cuerpo_al_ritmo_de_la_música.m4v","Mover el cuerpo al ritmo de la música.","definition","bailar"
"A_los_sordos_de_la_costa_les_fascina_bailar_y_tienen_mucha_habilidad.m4v","A los sordos de la costa les fascina bailar y tienen mucha habilidad.","example","bailar"
"Buceo.m4v","Buceo","word","buceo"
"Deporte_que_se_practica_con_equipos_especiales_para_explorar_el_fondo_del_mar.m4v","Deporte que se practica con equipos especiales para explorar el fondo del mar.","definition","buceo"
"Yo_no_sabía_bucear_pero_encontré_un_profesor_que_me_enseñó_y_fui_aprendiendo_poco_a_poco,_hasta_que_dominé_el_buceo._Ahora_lo_hago_con_gran_agilidad.m4v","Yo no sabía bucear pero encontré un profesor que me enseñó y fui aprendiendo poco a poco, hasta que dominé el buceo. Ahora lo hago con gran agilidad.","example","buceo"
"Besar.m4v","Besar","word","besar"
"Tocar_con_los_labios_alguna_parte_del_cuerpo_de_la_otra_persona,_como_señal_de_amor,_afecto,_saludo,_respeto.m4v","Tocar con los labios alguna parte del cuerpo de la otra persona, como señal de amor, afecto, saludo, respeto.","definition","besar"
"El_papá_le_da_a_la_hija_un_beso_y_la_bendición_cuando_va_a_salir_al_colegio.m4v","El papá le da a la hija un beso y la bendición cuando va a salir al colegio.","example","besar"
"Bicicleta.m4v","Bicicleta","word","bicicleta"
"Vehículo_de_dos_ruedas_que_se_impulsa_por_pedales.m4v","Vehículo de dos ruedas que se impulsa por pedales.","definition","bicicleta"
"Yo_vi_una_bicicleta_costosa_y_muy_fina._La_compré_para_ir_el_próximo_domingo_a_montar_en_ella.m4v","Yo vi una bicicleta costosa y muy fina. La compré para ir el próximo domingo a montar en ella.","example","bicicleta"
"Brasier.mp4","Brasier","word","brasier"
"Prenda_íntima_femenina_que_sirve_para_sostener_los_senos.mp4","Prenda íntima femenina que sirve para sostener los senos.","definition","brasier"
"En_el_almacén_venden_diferentes_brasieres_modernos_y_finos._La_mujer_va_a_comprar.mp4","En el almacén venden diferentes brasieres modernos y finos. La mujer va a comprar.","example","brasier"
"Balón.m4v","Balón","word","balon"
"Pelota_grande_que_se_usa_para_practicar_varios_juegos_o_deportes.m4v","Pelota grande que se usa para practicar varios juegos o deportes.","definition","balon"
"Vi_a_unos_niños_que_estaban_sentados_y_aburridos._Entonces,_yo_compré_un_balón_y_se_los_di._Ellos_estaban_muy_contentos_jugando_con_el_balón.m4v","Vi a unos niños que estaban sentados y aburridos. Entonces, yo compré un balón y se los di. Ellos estaban muy contentos jugando con el balón.","example","balon"
"Carrera.m4v","Carrera","word","carrera"
"Vía_pública_que_en_algunas_ciudades_va_de_norte_a_sur_o_viceversa.m4v","Vía pública que en algunas ciudades va de norte a sur o viceversa.","definition","carrera"
"La_ciudad_de_Bogotá_estaba_muy_congestionada._Yo_iba_en_moto_y_no_podía_transitar,_de_pronto_vi_la_carrera_treinta,_la_tome_y_me_fui_velozmente_por_ella.m4v","La ciudad de Bogotá estaba muy congestionada. Yo iba en moto y no podía transitar, de pronto vi la carrera treinta, la tome y me fui velozmente por ella.","example","carrera"
"Cien.m4v","Cien","word","cien"
"Diez_veces_diez.m4v","Diez veces diez.","definition","cien"
"Hay_cien_cuadernos_nuevos_para_regalar_a_los_niños_de_la_escuela.m4v","Hay cien cuadernos nuevos para regalar a los niños de la escuela.","example","cien"
"Cumpleaños.m4v","Cumpleaños","word","cumpleanos"
"Día_especial_en_el_que_se_celebra_el_nacimiento_de_una_persona.m4v","Día especial en el que se celebra el nacimiento de una persona.","definition","cumpleanos"
"Hoy_mi_hermano_está_de_cumpleaños,_lo_sorprendimos_con_un_ponqué,_estuvo_contento,_apagó_las_velas_y_celebramos.m4v","Hoy mi hermano está de cumpleaños, lo sorprendimos con un ponqué, estuvo contento, apagó las velas y celebramos.","example","cumpleanos"
"Cebolla.m4v","Cebolla","word","cebolla"
"Tallo_subterráneo,_comestible,_formado_por_numerosas_capas,_que_tiene_un_olor_fuerte_y_un_sabor_picante.m4v","Tallo subterráneo, comestible, formado por numerosas capas, que tiene un olor fuerte y un sabor picante.","definition","cebolla"
"Al_niño_no_le_gusta_la_hamburguesa_con_cebolla.m4v","Al niño no le gusta la hamburguesa con cebolla.","example","cebolla"
"Cocina.mp4","Cocina","word","cocina"
"Sitio_del_apartamento,_de_la_casa,_donde_hay_un_cuarto_en_que_se_procesa_alimentos.mp4","Sitio del apartamento, de la casa, donde hay un cuarto en que se procesa alimentos.","definition","cocina"
"En_la_casa_elegante,_al_entrar_al_comedor_vi_que_era_de_lujo_y_que_la_cocina_era_ostentosa.mp4","En la casa elegante, al entrar al comedor vi que era de lujo y que la cocina era ostentosa.","example","cocina"
"Calle.m4v","Calle","word","calle"
"Vía_pública_que_en_algunas_ciudades_va_de_oriente_a_occidente.m4v","Vía pública que en algunas ciudades va de oriente a occidente","definition","calle"
"Mi_abuelo_me_contó_que_hace_mucho_tiempo_en_Bogotá_en_la_esquina_de_la_calle_doce_con_carrera_séptima_había_una_iglesia_antigua.m4v","Mi abuelo me contó que hace mucho tiempo en Bogotá en la esquina de la calle doce con carrera séptima había una iglesia antigua.","example","calle"
"Confianza.m4v","Confianza","word","confianza"
"Modo_familiar,_natural_o_sincero_de_relacionarse_las_personas.m4v","Modo familiar, natural o sincero de relacionarse las personas.","definition","confianza"
"Un_compañero_nuevo_llegó_a_la_clase.__Yo_no_lo_conocía_y_empezamos_a_hablar_hasta_que_establecimos_confianza.m4v","Un compañero nuevo llegó a la clase.  Yo no lo conocía y empezamos a hablar hasta que establecimos confianza.","example","confianza"
"Cuero.mp4","Cuero","word","cuero"
"Piel_de_animal_que_se_curte_y_se_utiliza_para_fabricar_zapatos,_bolsos,_cinturones,_etc.mp4","Piel de animal que se curte y se utiliza para fabricar zapatos, bolsos, cinturones, etc.","definition","cuero"
"Una_persona_iba_caminando,_vio_un_almacén_de_zapatos_y_entró._Vio_unos_zapatos_de_cuero_muy_fino_y_de_una_marca_famosa,_y_los_compró.mp4","Una persona iba caminando, vio un almacén de zapatos y entró. Vio unos zapatos de cuero muy fino y de una marca famosa, y los compró.","example","cuero"
"Caja.mp4","Caja","word","caja"
"Recipiente_generalmente_rectangular,_de_cartón,_madera_o_metal,_etc.,_con_tapa,_que_sirve_para_guardar_objetos_y_transportarlos.mp4","Recipiente generalmente rectangular, de cartón, madera o metal, etc., con tapa, que sirve para guardar objetos y transportarlos.","definition","caja"
"Saca_los_papeles_de_la_caja.mp4","Saca los papeles de la caja.","example","caja"
"Chistoso.m4v","Chistoso","word","chistoso"
"Que_dice_o_hace_cosas_graciosas,_como_contar_chistes.m4v","Que dice o hace cosas graciosas, como contar chistes.","definition","chistoso"
"Mi_amigo_hace_muchas_bromas,_es_muy_chistoso._Todos_ellos_se_ríen_de_lo_que_él_dice.m4v","Mi amigo hace muchas bromas, es muy chistoso. Todos ellos se ríen de lo que él dice.","example","chistoso"
"Copa.mp4","Copa","word","copa"
"Recipiente_de_vidrio_en_forma_de_campana,_que_sirve_para_beber.mp4","Recipiente de vidrio en forma de campana, que sirve para beber.","definition","copa"
"Sirva_el_vino_en_la_copa_nueva,_así_podré_disfrutar_de_su_aroma.mp4","Sirva el vino en la copa nueva, así podré disfrutar de su aroma.","example","copa"
"Colectivo.mp4","Colectivo","word","colectivo"
"Bus_o_automóvil_con_poca_capacidad,_empleado_para_el_servicio_público.mp4","Bus o automóvil con poca capacidad, empleado para el servicio público.","definition","colectivo"
"A_mi_hijo_le_encanta_ir_al_colegio_en_colectivo.mp4","A mi hijo le encanta ir al colegio en colectivo.","example","colectivo"
"Camisa.mp4","Camisa","word","camisa"
"Prenda_de_vestir_de_tela_que_cubre_el_torso_y_los_brazos_y_tiene_cuello.mp4","Prenda de vestir de tela que cubre el torso y los brazos y tiene cuello.","definition","camisa"
"Él_tiene_la_camisa_arrugada._No_la_ha_planchado.mp4","Él tiene la camisa arrugada. No la ha planchado.","example","camisa"
"Camiseta.mp4","Camiseta","word","camiseta"
"Prenda_de_vestir_de_algodón,_sin_cuello,_con_mangas_o_sin_ellas,_cerrada_y_por_lo_general_ajustada,_con_la_que_se_cubre_el_tórax.mp4","Prenda de vestir de algodón, sin cuello, con mangas o sin ellas, cerrada y por lo general ajustada, con la que se cubre el tórax.","definition","camiseta"
"Mi_amiga_me_regaló_una_camiseta_de_color_azul,_de_cuello_redondo._¡Muy_Bonita!.mp4","Mi amiga me regaló una camiseta de color azul, de cuello redondo. ¡Muy Bonita!","example","camiseta"
"Cemento.mp4","Cemento","word","cemento"
"Mezcla_hecha_con_arcilla_y_materiales_calcáreos_en_forma_de_polvo_que_se_usa_en_la_construcción_para_fabricar_bloques_de_concreto,_para_pegar_ladrillo,_etc.mp4","Mezcla hecha con arcilla y materiales calcáreos en forma de polvo que se usa en la construcción para fabricar bloques de concreto, para pegar ladrillo, etc.","definition","cemento"
"Le_pedí_a_mi_hermano_que_me_ayudara_y_que_me_acompañara_a_comprar_cemento,_compré_tres_bultos_que_puse_uno_sobre_otro.mp4","Le pedí a mi hermano que me ayudara y que me acompañara a comprar cemento, compré tres bultos que puse uno sobre otro.","example","cemento"
"Centro_Comercial.m4v","Centro Comercial","word","centro-comercial"
"Lugar_en_donde_se_concentran_almacenes,_bancos,_plazoletas_de_comidas,_cine,_diversiones,_entre_otros.m4v","Lugar en donde se concentran almacenes, bancos, plazoletas de comidas, cine, diversiones, entre otros.","definition","centro-comercial"
"Estaba_con_mi_esposa_en_la_casa_y_le_pregunté_¿qué_hacemos_¿Vamos_al_centro_comercial._Nosotros_nos_fuimos.m4v","Estaba con mi esposa en la casa y le pregunté: ""¿qué hacemos? ¿Vamos al centro comercial?"". Nosotros nos fuimos.","example","centro-comercial"
"Carro.m4v","Carro","word","carro"
"Vehículo_de_motor_que_se_desplaza_sobre_cuatro_llantas_y_sirve_para_transportar_hasta_cinco_o_seis_personas.m4v","Vehículo de motor que se desplaza sobre cuatro llantas y sirve para transportar hasta cinco o seis personas.","definition","carro"
"Mi_amigo_vio_un_carro_fino_y_costoso_y_pensó_que_era_muy_caro._Luego,_vio_un_carro_más_modesto._Los_comparó_y_decidió_que_era_mejor_comprar_el_carro_más_económico._Lo_compró_y_le_dieron_las_lla.m4v","Mi amigo vio un carro fino y costoso y pensó que era muy caro. Luego, vio un carro más modesto. Los comparó y decidió que era mejor comprar el carro más económico. Lo compró y le dieron las llaves.","example","carro"
